segment_index,start_lat,start_lon,end_lat,end_lon,distance_m,elev_delta_m,grade_pct,recommended_speed_mph,zone,zone_color,start_m,end_m
163,38.987827,-79.366389,38.988525,-79.36532,120.66631677543543,-4.779999999999973,-3.9613374533472605,2.873753416894774,speed-up,#1a9850,17262.435167083462,17383.101483858896
164,38.988525,-79.36532,38.989509,-79.364233,144.21484901321583,-4.789999999999964,-3.3214332870542402,2.869081936940316,speed-up,#1a9850,17383.101483858896,17527.316332872113
165,38.989509,-79.364233,38.990634,-79.363146,156.44303341707067,-5.050000000000182,-3.228012069119812,2.86834951564504,speed-up,#1a9850,17527.316332872113,17683.759366289185
166,38.990634,-79.363146,38.991758,-79.362059,156.3532376624422,-5.209999999999809,-3.332198346444161,2.869165509437526,speed-up,#1a9850,17683.759366289185,17840.112603951628
167,38.991758,-79.362059,38.992784,-79.360963,148.28233996307952,-5.220000000000027,-3.5203113204847885,2.870598354933913,speed-up,#1a9850,17840.112603951628,17988.394943914707
168,38.992784,-79.360963,38.993803,-79.359858,148.18350006592846,-5.009999999999991,-3.380943220919325,2.86954179611163,speed-up,#1a9850,17988.394943914707,18136.578443980638
169,38.993803,-79.359858,38.994823,-79.358753,148.26765585664194,-4.519999999999982,-3.048540812144701,2.866906417707378,speed-up,#1a9850,18136.578443980638,18284.84609983728
170,38.994823,-79.358753,38.995877,-79.358565,118.32023352334936,-3.7100000000000364,-3.1355583821324218,2.8676120322067815,speed-up,#1a9850,18284.84609983728,18403.16633336063
171,38.995877,-79.358565,38.996924,-79.358367,117.67181212141647,-4.019999999999982,-3.4162812040763457,2.8698124013067243,speed-up,#1a9850,18403.16633336063,18520.83814548205
172,38.996924,-79.358367,38.998118,-79.358987,143.1702322206616,-3.380000000000109,-2.360825953533883,2.860937701584814,speed-up,#1a9850,18520.83814548205,18664.00837770271
173,38.998118,-79.358987,38.999312,-79.359607,143.16989388303884,-0.6599999999998545,-0.46099077264039506,2.8408309381906713,steady,#fdae61,18664.00837770271,18807.178271585748
174,38.999312,-79.359607,39.000094,-79.359867,89.81024707754585,1.4399999999998272,1.6033805126451461,2.6778546437146096,steady,#fdae61,18807.178271585748,18896.988518663293
175,39.000094,-79.359867,39.000792,-79.3609,118.28916969862404,2.660000000000082,2.24872657976821,2.6134762001972334,steady,#fdae61,18896.988518663293,19015.277688361915
176,39.000792,-79.3609,39.002014,-79.361439,143.64124719237813,2.7899999999999636,1.9423390248507995,2.644117247738214,steady,#fdae61,19015.277688361915,19158.918935554295
177,39.002014,-79.361439,39.003096,-79.361718,122.7046536217843,4.400000000000091,3.5858460703229103,2.4781368981771723,slowdown,#d73027,19158.918935554295,19281.62358917608
178,39.003096,-79.361718,39.004066,-79.362275,118.11066955832612,6.490000000000009,5.49484650647508,2.280352774808664,slowdown,#d73027,19281.62358917608,19399.734258734406
179,39.004066,-79.362275,39.005253,-79.361808,138.01918942379237,6.509999999999991,4.7167354243842325,2.3616174685073137,slowdown,#d73027,19399.734258734406,19537.7534481582
180,39.005253,-79.361808,39.006432,-79.361331,137.42522344035396,6.029999999999973,4.3878407828219,2.3956987465829513,slowdown,#d73027,19537.7534481582,19675.178671598555
181,39.006432,-79.361331,39.007535,-79.361161,123.52449557221425,5.399999999999864,4.371602551368399,2.3973772874769597,slowdown,#d73027,19675.178671598555,19798.70316717077
182,39.007535,-79.361161,39.008254,-79.360352,106.19845606662423,4.830000000000155,4.548088718888743,2.3791131532050205,slowdown,#d73027,19798.70316717077,19904.901623237394
183,39.008254,-79.360352,39.008966,-79.359544,105.55608889468982,3.9199999999998454,3.713665446538771,2.465061587589535,slowdown,#d73027,19904.901623237394,20010.457712132084
184,39.008966,-79.359544,39.009727,-79.358367,132.2975486423536,2.1800000000000637,1.647800750937089,2.673443014398617,steady,#fdae61,20010.457712132084,20142.755260774436
185,39.009727,-79.358367,39.010488,-79.35719,132.2967075572125,0.2699999999999818,0.20408671159349803,2.8153397588323825,steady,#fdae61,20142.755260774436,20275.05196833165
186,39.010488,-79.35719,39.011032,-79.356606,78.77249145001635,0.12000000000011823,0.15233744393658294,2.8203690262029046,steady,#fdae61,20275.05196833165,20353.824459781667
187,39.011032,-79.356606,39.012066,-79.355232,165.2648979449797,0.8999999999998636,0.5445802533938533,2.7821505028366955,steady,#fdae61,20353.824459781667,20519.089357726647
188,39.012066,-79.355232,39.012868,-79.355232,89.1783311685933,0.7699999999999818,0.8634384495761448,2.7509153989080577,steady,#fdae61,20519.089357726647,20608.26768889524
189,39.012868,-79.355232,39.013901,-79.354765,121.74474970781657,0.4500000000000455,0.36962579583927097,2.799225322846337,steady,#fdae61,20608.26768889524,20730.01243860306
190,39.013901,-79.354765,39.014753,-79.354675,95.05664399749298,0.2400000000000091,0.2524810364716209,2.8106329757258153,steady,#fdae61,20730.01243860306,20825.069082600552
191,39.014753,-79.354675,39.015534,-79.354765,87.19064616747596,0.5599999999999454,0.6422707304225,2.7725967201913853,steady,#fdae61,20825.069082600552,20912.25972876803
192,39.015534,-79.354765,39.016798,-79.35436,144.84028456487695,1.509999999999991,1.042527639693797,2.733306327516295,steady,#fdae61,20912.25972876803,21057.100013332907
193,39.016798,-79.35436,39.017901,-79.353902,128.8727162204783,1.9100000000000819,1.4820825198814087,2.689886650915958,steady,#fdae61,21057.100013332907,21185.972729553385
194,39.017901,-79.353902,39.019017,-79.353372,132.27143275787512,1.099999999999909,0.8316232591306967,2.7540387116740015,steady,#fdae61,21185.972729553385,21318.24416231126
195,39.019017,-79.353372,39.020134,-79.352833,132.6464483739276,1.1700000000000728,0.8820439705267245,2.749088195420774,steady,#fdae61,21318.24416231126,21450.89061068519
196,39.020134,-79.352833,39.021097,-79.353184,111.29126871075451,3.6400000000001,3.2706968319863825,2.510272414491658,slowdown,#d73027,21450.89061068519,21562.181879395943
197,39.021097,-79.353184,39.022102,-79.353848,125.613071596393,7.740000000000009,6.161779105975039,2.209990094219216,slowdown,#d73027,21562.181879395943,21687.794950992335
198,39.022102,-79.353848,39.023114,-79.353786,112.65665702201377,11.61999999999989,10.314525840873543,1.7571368285945774,slowdown,#d73027,21687.794950992335,21800.451608014348
199,39.023114,-79.353786,39.023805,-79.35339,84.10689945951727,12.620000000000118,15.004714335087858,1.215151495510354,slowdown,#d73027,21800.451608014348,21884.558507473866
200,39.023805,-79.35339,39.024831,-79.351531,196.98898147716554,10.849999999999909,5.507922280037583,2.278979547721861,slowdown,#d73027,21884.558507473866,22081.547488951033
201,39.024831,-79.351531,39.026366,-79.350641,187.19996089839762,8.779999999999973,4.690171919835656,2.3643759875904697,slowdown,#d73027,22081.547488951033,22268.74744984943
202,39.026366,-79.350641,39.027518,-79.350183,134.0669489745286,7.279999999999973,5.4301228272026245,2.2871463959029965,slowdown,#d73027,22268.74744984943,22402.814398823957
203,39.027518,-79.350183,39.028669,-79.349725,133.96051956258552,6.2000000000000455,4.628229287438263,2.3708044599321694,slowdown,#d73027,22402.814398823957,22536.77491838654
204,39.028669,-79.349725,39.029402,-79.349366,87.20571854383024,7.019999999999982,8.049930804103951,2.0072358126785135,slowdown,#d73027,22536.77491838654,22623.980636930373
205,39.029402,-79.349366,39.0301,-79.349258,78.17269194991826,8.990000000000009,11.500179635312417,1.6231840161450548,slowdown,#d73027,22623.980636930373,22702.153328880293
206,39.0301,-79.349258,39.031258,-79.348971,131.12838668644898,5.430000000000064,4.140979796376317,2.4211747890758484,slowdown,#d73027,22702.153328880293,22833.281715566744
207,39.031258,-79.348971,39.031223,-79.348306,57.57207850849035,0.7300000000000182,1.2679757599725405,2.7110718591025194,slowdown,#d73027,22833.281715566744,22890.853794075232
208,39.031223,-79.348306,39.031272,-79.347488,70.86575444354165,-0.5900000000001455,-0.8325601055587368,2.8451813419830847,slowdown,#d73027,22890.853794075232,22961.719548518773
209,39.031272,-79.347488,39.031509,-79.347102,42.498600531906305,-2.5,-5.882546645560945,2.8841574729403217,speed-up,#1a9850,22961.719548518773,23004.21814905068
210,39.031509,-79.347102,39.031907,-79.34624,86.6156018798715,-4.569999999999936,-5.276185699590403,2.8814605765132217,speed-up,#1a9850,23004.21814905068,23090.833750930553
211,39.031907,-79.34624,39.032005,-79.345557,59.992546853822894,-5.730000000000018,-9.551186439811708,2.888931793677498,speed-up,#1a9850,23090.833750930553,23150.826297784377
212,39.032005,-79.345557,39.031921,-79.344892,58.194270053737434,-5.710000000000036,-9.811962577634086,2.8885170137467524,speed-up,#1a9850,23150.826297784377,23209.020567838113
213,39.031921,-79.344892,39.03206,-79.344308,52.75815274698006,-4.019999999999982,-7.619675425861249,2.8888875501466753,speed-up,#1a9850,23209.020567838113,23261.778720585095
214,39.03206,-79.344308,39.032416,-79.343599,72.92017451575151,-1.4299999999998363,-1.9610485157176105,2.857148042475923,slowdown,#d73027,23261.778720585095,23334.698895100846
215,39.032416,-79.343599,39.033184,-79.343347,88.12799828514963,-0.03000000000020009,-0.03404139499813802,2.835581221061796,slowdown,#d73027,23334.698895100846,23422.826893385994
216,39.033184,-79.343347,39.033498,-79.3435,37.332473536562,0.8600000000001273,2.3036244816670832,2.6079714021586775,slowdown,#d73027,23422.826893385994,23460.159366922555
217,39.033498,-79.3435,39.033896,-79.343437,44.588862946063166,2.230000000000018,5.001248860500286,2.332006690726079,slowdown,#d73027,23460.159366922555,23504.74822986862
218,39.033896,-79.343437,39.034705,-79.343985,101.64916215805042,3.369999999999891,3.3153249160676856,2.5057306096678675,slowdown,#d73027,23504.74822986862,23606.39739202667
219,39.034705,-79.343985,39.035515,-79.344533,101.74732753852241,3.4300000000000637,3.371095912766295,2.500050668472796,slowdown,#d73027,23606.39739202667,23708.144719565193
220,39.035515,-79.344533,39.035884,-79.344704,43.60818489891764,2.4500000000000455,5.618211364859753,2.267386895685081,slowdown,#d73027,23708.144719565193,23751.75290446411
221,39.035884,-79.344704,39.035884,-79.345153,38.78050936604621,1.2100000000000364,3.120124051437645,2.5255745905579507,slowdown,#d73027,23751.75290446411,23790.533413830155
222,39.035884,-79.345153,39.03645,-79.345216,63.171113962516834,0.5299999999999727,0.8389910621402895,2.753315543424601,steady,#fdae61,23790.533413830155,23853.704527792674
223,39.03645,-79.345216,39.036784,-79.345665,53.69552926601304,0.6399999999998727,1.191905562247554,2.718582526452301,steady,#fdae61,23853.704527792674,23907.400057058687
224,39.036784,-79.345665,39.037845,-79.345198,124.68210211679293,1.5,1.2030596008037397,2.717481783483854,steady,#fdae61,23907.400057058687,24032.08215917548
225,39.037845,-79.345198,39.038934,-79.344335,142.1922016101107,2.769999999999982,1.9480674528096054,2.643545629659088,steady,#fdae61,24032.08215917548,24174.27436078559
226,39.038934,-79.344335,39.039247,-79.34438,35.0203401881252,3.380000000000109,9.65153388528821,1.8311383071384115,steady,#fdae61,24174.27436078559,24209.294700973714
227,39.039247,-79.34438,39.040462,-79.342898,186.10500366798664,2.349999999999909,1.2627280049881597,2.711590261193811,steady,#fdae61,24209.294700973714,24395.399704641703
228,39.040462,-79.342898,39.041417,-79.342727,107.2131791346103,0.4600000000000364,0.42905173012590975,2.7934306540764253,steady,#fdae61,24395.399704641703,24502.612883776314
229,39.041417,-79.342727,39.042478,-79.343069,121.61890484439425,-1.0299999999999727,-0.8469078070698055,2.8453452524744547,steady,#fdae61,24502.612883776314,24624.23178862071
230,39.042478,-79.343069,39.04305,-79.343158,64.06624310267247,-1.8299999999999272,-2.856418468408038,2.865309052313762,speed-up,#1a9850,24624.23178862071,24688.29803172338
231,39.04305,-79.343158,39.043483,-79.34288,53.801344296259295,-2.5299999999999727,-4.702484729876683,2.8784106849318327,speed-up,#1a9850,24688.29803172338,24742.09937601964
232,39.043483,-79.34288,39.044201,-79.342817,80.02312912850468,-3.9600000000000364,-4.948569298809715,2.8797782473862448,speed-up,#1a9850,24742.09937601964,24822.122505148145
233,39.044201,-79.342817,39.045464,-79.342,157.16654229136793,-6.070000000000164,-3.8621451560263447,2.873068758836652,speed-up,#1a9850,24822.122505148145,24979.289047439514
234,39.045464,-79.342,39.046162,-79.34067,138.622116596968,-7.559999999999945,-5.453675203921464,2.8823060145918715,speed-up,#1a9850,24979.289047439514,25117.911164036483
235,39.046162,-79.34067,39.047013,-79.340086,107.22745713812239,-6.990000000000009,-6.518852714184963,2.8864056089959047,speed-up,#1a9850,25117.911164036483,25225.138621174607
236,39.047013,-79.340086,39.047815,-79.339682,95.75988807492845,-4.809999999999945,-5.022979972821505,2.8801742171250204,speed-up,#1a9850,25225.138621174607,25320.898509249535
237,39.047815,-79.339682,39.047683,-79.339098,52.52459213808059,-3.019999999999982,-5.749687674034249,2.8836128587674654,speed-up,#1a9850,25320.898509249535,25373.423101387616
238,39.047683,-79.339098,39.04792,-79.338514,56.90240992968127,-2.240000000000009,-3.936564378851706,2.8735837817731857,speed-up,#1a9850,25373.423101387616,25430.325511317296
239,39.04792,-79.338514,39.047076,-79.337858,109.62099438235352,-1.8099999999999454,-1.6511435698956898,2.8540484569750624,steady,#fdae61,25430.325511317296,25539.94650569965
240,39.047076,-79.337858,39.046755,-79.336628,112.05634465017542,-1.3099999999999454,-1.1690547323220173,2.8489457316327598,steady,#fdae61,25539.94650569965,25652.002850349825
241,39.046755,-79.336628,39.046992,-79.33528,119.35547860006542,-0.3500000000001364,-0.29324167110326893,2.838800316418781,steady,#fdae61,25652.002850349825,25771.35832894989
242,39.046992,-79.33528,39.047683,-79.333969,136.82504694353534,0.30999999999994543,0.22656670465304174,2.813153806181122,steady,#fdae61,25771.35832894989,25908.183375893426
243,39.047683,-79.333969,39.048457,-79.333627,90.99122960650183,0.2799999999999727,0.30772196530462664,2.805256085460009,steady,#fdae61,25908.183375893426,25999.174605499928
244,39.048457,-79.333627,39.049796,-79.332846,163.45271666833406,0.39000000000010004,0.2386011122662823,2.8119832756936747,steady,#fdae61,25999.174605499928,26162.62732216826
245,39.049796,-79.332846,39.050529,-79.331894,115.76456358258206,0.7300000000000182,0.6305902060255805,2.77373977349592,steady,#fdae61,26162.62732216826,26278.391885750843
246,39.050529,-79.331894,39.051213,-79.330501,142.31716936757167,1.2300000000000182,0.8642667679984686,2.7508340625843197,steady,#fdae61,26278.391885750843,26420.709055118416
247,39.051213,-79.330501,39.051896,-79.3291,142.8413975545896,1.7100000000000364,1.1971319444326542,2.718066780599997,steady,#fdae61,26420.709055118416,26563.550452673004
248,39.051896,-79.3291,39.052692,-79.327528,162.05093364147427,2.0299999999999727,1.2526925667032551,2.712581504086949,steady,#fdae61,26563.550452673004,26725.601386314476
249,39.052692,-79.327528,39.05348,-79.325956,161.565501421814,2.099999999999909,1.2997824297386635,2.707928953976946,steady,#fdae61,26725.601386314476,26887.16688773629
250,39.05348,-79.325956,39.054136,-79.324635,135.39599415203563,2.009999999999991,1.4845343191933507,2.689643662111544,steady,#fdae61,26887.16688773629,27022.562881888327
251,39.054136,-79.324635,39.054568,-79.32389,80.28546961878865,1.9300000000000637,2.4039219165860106,2.597902783668768,steady,#fdae61,27022.562881888327,27102.848351507117
252,39.054568,-79.32389,39.055656,-79.322722,157.504434126,1.900000000000091,1.2063152447378933,2.71716046378776,steady,#fdae61,27102.848351507117,27260.352785633117
253,39.055656,-79.322722,39.055789,-79.321931,69.88292594281312,1.759999999999991,2.5184978680489727,2.586382660039924,steady,#fdae61,27260.352785633117,27330.23571157593
254,39.055789,-79.321931,39.0562,-79.321356,67.48055217398439,1.3099999999999454,1.9413000602342232,2.6442209168983806,steady,#fdae61,27330.23571157593,27397.716263749913
255,39.0562,-79.321356,39.056738,-79.321096,63.89657888223304,0.8199999999999363,1.2833237934557775,2.70955546332152,steady,#fdae61,27397.716263749913,27461.612842632145
256,39.056738,-79.321096,39.056954,-79.321527,44.29232254522357,0.5299999999999727,1.1965956390271235,2.7181197057313353,steady,#fdae61,27461.612842632145,27505.90516517737
257,39.056954,-79.321527,39.057902,-79.321015,114.30764577464353,0.5900000000001455,0.516150950360158,2.78492814914857,steady,#fdae61,27505.90516517737,27620.212810952013
258,39.057902,-79.321015,39.058851,-79.320494,114.71247195719714,0.9299999999998363,0.8107226565101384,2.7560897231391297,steady,#fdae61,27620.212810952013,27734.92528290921
259,39.058851,-79.320494,39.059988,-79.320584,126.66721757273575,1.4400000000000546,1.136837160864584,2.7240143006684447,steady,#fdae61,27734.92528290921,27861.592500481947
260,39.059988,-79.320584,39.06132,-79.320925,151.00959465623512,3.910000000000082,2.5892394512421397,2.579260246969685,slowdown,#d73027,27861.592500481947,28012.602095138183
261,39.06132,-79.320925,39.063001,-79.321374,190.89630469706515,6.319999999999936,3.3106979257818505,2.5062016351746963,slowdown,#d73027,28012.602095138183,28203.498399835247
262,39.063001,-79.321374,39.06462,-79.321716,182.42999844868206,6.960000000000036,3.8151620123802714,2.454661844926979,slowdown,#d73027,28203.498399835247,28385.92839828393
263,39.06462,-79.321716,39.064703,-79.320701,88.11535858919783,7.389999999999873,8.386733162436249,1.9705176470366133,slowdown,#d73027,28385.92839828393,28474.04375687313
264,39.064703,-79.320701,39.064501,-79.319739,86.03860891220909,7.009999999999991,8.14750504294271,1.9966154565825684,slowdown,#d73027,28474.04375687313,28560.082365785336
265,39.064501,-79.319739,39.064564,-79.318652,94.10812777699937,6.0900000000001455,6.471279520543794,2.177114785254534,slowdown,#d73027,28560.082365785336,28654.190493562335
266,39.064564,-79.318652,39.064829,-79.317898,71.45565338068506,4.3599999999999,6.101686561833939,2.216356812408645,slowdown,#d73027,28654.190493562335,28725.64614694302
267,39.064829,-79.317898,39.065017,-79.316407,130.4123662613654,2.560000000000173,1.9630040259138917,2.6420549385640735,steady,#fdae61,28725.64614694302,28856.058513204385
268,39.065017,-79.316407,39.065205,-79.315419,87.82333853624486,1.6499999999998636,1.8787716653687736,2.65045715129233,steady,#fdae61,28856.058513204385,28943.88185174063
269,39.065205,-79.315419,39.065701,-79.314421,102.30206563016108,-1.3199999999999363,-1.290296527121901,2.85026122816132,steady,#fdae61,28943.88185174063,29046.18391737079
270,39.065701,-79.314421,39.065917,-79.313254,103.57533687922253,-5.029999999999973,-4.856368467201194,2.879276303096315,speed-up,#1a9850,29046.18391737079,29149.75925425001
271,39.065917,-79.313254,39.065631,-79.311187,181.26451181638092,-5.2999999999999545,-2.9239038281077323,2.8658763371507,speed-up,#1a9850,29149.75925425001,29331.02376606639
272,39.065631,-79.311187,39.065394,-79.30993,111.67653852979842,-0.38000000000010914,-0.34026842611952424,2.8393737588410306,speed-up,#1a9850,29331.02376606639,29442.70030459619
273,39.065394,-79.30993,39.065129,-79.308825,99.84719124679262,3.8599999999999,3.865907444966705,2.4494565798246315,slowdown,#d73027,29442.70030459619,29542.547495842984
274,39.065129,-79.308825,39.064529,-79.30745,136.1745690773188,3.9600000000000364,2.9080319672255257,2.547072144742007,slowdown,#d73027,29542.547495842984,29678.722064920305
275,39.064529,-79.30745,39.064271,-79.305582,163.80732731344455,3.7200000000000273,2.2709606835119316,2.611247246021239,slowdown,#d73027,29678.722064920305,29842.529392233748
276,39.064271,-79.305582,39.063845,-79.304082,137.89585376591486,3.400000000000091,2.465628883789183,2.591700812123497,slowdown,#d73027,29842.529392233748,29980.425245999664
277,39.063845,-79.304082,39.063824,-79.303758,28.07037497723798,3.259999999999991,11.613667443500475,1.6102538792740257,slowdown,#d73027,29980.425245999664,30008.4956209769
278,39.063824,-79.303758,39.06365,-79.303219,50.397395437042604,1.75,3.472401668427753,2.489721574057325,slowdown,#d73027,30008.4956209769,30058.893016413942
279,39.06365,-79.303219,39.06372,-79.303103,12.684118275058026,0.16999999999984539,1.3402587102497487,2.7039272273327124,steady,#fdae61,30058.893016413942,30071.577134689
280,39.06372,-79.303103,39.064906,-79.302303,148.86940602444136,-0.1999999999998181,-0.13434593805458062,2.8368386668198307,steady,#fdae61,30071.577134689,30220.44654071344
281,39.064906,-79.302303,39.066091,-79.301495,149.0922802868008,-0.3300000000001546,-0.2213394277459245,2.837917249755625,steady,#fdae61,30220.44654071344,30369.538821000242
